道路,方向,日期,時間,當量總和,雨量,星期
堤頂,往北,2016-10-10,07:00:00,690.872880936,8.5,Mon
堤頂,往北,2016-10-10,08:00:00,1343.30508423,8.5,Mon
堤頂,往北,2016-10-10,09:00:00,1733.85593033,8.5,Mon
堤頂,往北,2016-10-10,10:00:00,2294.5,8.5,Mon
堤頂,往北,2016-10-10,11:00:00,2855.32202911,8.5,Mon
堤頂,往北,2016-10-10,12:00:00,3899.53448486,8.5,Mon
堤頂,往北,2016-10-10,13:00:00,3657.19491577,8.5,Mon
堤頂,往北,2016-10-10,14:00:00,3877.10166931,8.5,Mon
堤頂,往北,2016-10-10,15:00:00,4354.7033844,8.5,Mon
堤頂,往北,2016-10-10,16:00:00,4577.89830017,8.5,Mon
堤頂,往北,2016-10-10,17:00:00,4481.91525269,8.5,Mon
堤頂,往北,2016-10-10,18:00:00,4499.5,8.5,Mon
堤頂,往北,2016-10-10,19:00:00,3826.0,8.5,Mon
堤頂,往北,2016-10-10,20:00:00,3191.557724,8.5,Mon
堤頂,往北,2016-10-10,21:00:00,2973.83050537,8.5,Mon
堤頂,往北,2016-10-10,22:00:00,2649.75423431,8.5,Mon
堤頂,往北,2016-10-10,23:00:00,1773.43220139,8.5,Mon
堤頂,往南,2016-04-02,16:00:00,4111.54544067,0.0,Sat
堤頂,往南,2016-04-02,17:00:00,3845.5,0.0,Sat
堤頂,往南,2016-04-02,18:00:00,4261.5,0.0,Sat
堤頂,往南,2016-04-02,19:00:00,3672.0,0.0,Sat
堤頂,往南,2016-04-02,20:00:00,2912.34741211,0.0,Sat
堤頂,往南,2016-04-02,21:00:00,3105.98492432,0.0,Sat
堤頂,往南,2016-04-02,22:00:00,2861.0,0.0,Sat
堤頂,往南,2016-04-02,23:00:00,2054.5,0.0,Sat
堤頂,往南,2016-04-03,00:00:00,1243.5,0.0,Sun
堤頂,往南,2016-04-03,01:00:00,845.5,0.0,Sun
堤頂,往南,2016-04-03,02:00:00,555.542358398,0.0,Sun
堤頂,往南,2016-04-03,03:00:00,457.507530212,0.0,Sun
堤頂,往南,2016-04-03,04:00:00,334.0,0.0,Sun
堤頂,往南,2016-04-03,05:00:00,388.5,0.0,Sun
堤頂,往南,2016-04-03,06:00:00,595.0,0.0,Sun
堤頂,往南,2016-04-03,07:00:00,1077.5,0.0,Sun
堤頂,往南,2016-04-03,08:00:00,1529.28808594,0.0,Sun
堤頂,往南,2016-04-03,09:00:00,2168.88909912,0.0,Sun
堤頂,往南,2016-04-03,10:00:00,2712.5,0.0,Sun
堤頂,往南,2016-04-03,11:00:00,3090.0,0.0,Sun
堤頂,往南,2016-04-03,12:00:00,3278.5,0.0,Sun
堤頂,往南,2016-04-03,13:00:00,2937.10345459,0.0,Sun
堤頂,往南,2016-04-03,14:00:00,3370.79656982,0.0,Sun
堤頂,往南,2016-04-03,15:00:00,4082.93115234,0.0,Sun
堤頂,往南,2016-04-03,16:00:00,3767.5,0.0,Sun
堤頂,往南,2016-04-03,17:00:00,3603.5,0.0,Sun
堤頂,往南,2016-04-03,18:00:00,3496.0,0.0,Sun
堤頂,往南,2016-04-03,19:00:00,3408.5,0.0,Sun
堤頂,往南,2016-04-03,20:00:00,2884.51690674,0.0,Sun
堤頂,往南,2016-04-03,21:00:00,2757.47366333,0.0,Sun
堤頂,往南,2016-04-03,22:00:00,2711.5,0.0,Sun
堤頂,往南,2016-04-03,23:00:00,1812.5,0.0,Sun
堤頂,往南,2016-04-04,00:00:00,1165.0,0.0,Mon
堤頂,往南,2016-04-04,01:00:00,743.5,0.0,Mon
堤頂,往南,2016-04-04,02:00:00,451.991512299,0.0,Mon
堤頂,往南,2016-04-04,03:00:00,411.394729614,0.0,Mon
堤頂,往南,2016-04-04,04:00:00,296.0,0.0,Mon
堤頂,往南,2016-04-04,05:00:00,398.5,0.0,Mon
堤頂,往南,2016-04-04,06:00:00,555.5,0.0,Mon
堤頂,往南,2016-04-04,07:00:00,988.0,0.0,Mon
堤頂,往南,2016-04-04,08:00:00,1337.15249634,0.0,Mon
堤頂,往南,2016-04-04,09:00:00,1724.78955078,0.0,Mon
堤頂,往南,2016-04-04,10:00:00,2610.5,0.0,Mon
堤頂,往南,2016-04-04,11:00:00,2823.0,0.0,Mon
堤頂,往南,2016-04-04,12:00:00,2962.0,0.0,Mon
堤頂,往南,2016-04-04,13:00:00,2792.67242432,0.0,Mon
堤頂,往南,2016-04-04,14:00:00,3352.26263428,0.0,Mon
堤頂,往南,2016-04-04,15:00:00,3685.84243774,0.0,Mon
堤頂,往南,2016-04-04,16:00:00,3484.0,0.0,Mon
堤頂,往南,2016-04-04,17:00:00,3583.5,0.0,Mon
堤頂,往南,2016-04-04,18:00:00,3696.0,0.0,Mon
堤頂,往南,2016-04-04,19:00:00,3103.5,0.0,Mon
堤頂,往南,2016-04-04,20:00:00,2839.25418091,0.0,Mon
堤頂,往南,2016-04-04,21:00:00,2725.81756592,0.0,Mon
堤頂,往南,2016-04-04,22:00:00,2483.0,0.0,Mon
堤頂,往南,2016-04-04,23:00:00,1663.5,0.0,Mon
堤頂,往南,2016-04-05,00:00:00,1087.0,0.0,Tue
堤頂,往南,2016-04-05,01:00:00,807.0,0.0,Tue
堤頂,往南,2016-04-05,02:00:00,512.059288025,0.0,Tue
堤頂,往南,2016-04-05,03:00:00,429.973693848,0.0,Tue
堤頂,往南,2016-04-05,04:00:00,281.0,0.0,Tue
堤頂,往南,2016-04-05,05:00:00,299.0,0.0,Tue
堤頂,往南,2016-04-05,06:00:00,390.5,0.0,Tue
堤頂,往南,2016-04-05,07:00:00,841.0,0.0,Tue
堤頂,往南,2016-04-05,08:00:00,1132.86436462,0.0,Tue
堤頂,往南,2016-04-05,09:00:00,1820.18417358,0.0,Tue
堤頂,往南,2016-04-05,10:00:00,2453.0,0.0,Tue
堤頂,往南,2016-04-05,11:00:00,3030.5,0.0,Tue
堤頂,往南,2016-04-05,12:00:00,3258.5,0.0,Tue
堤頂,往南,2016-04-05,13:00:00,3146.77587891,0.0,Tue
堤頂,往南,2016-04-05,14:00:00,3609.49157715,0.0,Tue
堤頂,往南,2016-04-05,15:00:00,4067.92108154,0.0,Tue
堤頂,往南,2016-04-05,16:00:00,3959.5,0.0,Tue
堤頂,往南,2016-04-05,17:00:00,3808.5,0.0,Tue
堤頂,往南,2016-04-05,18:00:00,4037.5,0.0,Tue
堤頂,往南,2016-04-05,19:00:00,3668.0,0.0,Tue
堤頂,往南,2016-04-05,20:00:00,3182.84729004,0.0,Tue
堤頂,往南,2016-04-05,21:00:00,3040.52633667,0.0,Tue
堤頂,往南,2016-04-05,22:00:00,3039.0,0.0,Tue
堤頂,往南,2016-04-05,23:00:00,1719.0,0.0,Tue
堤頂,往南,2016-04-06,00:00:00,998.5,0.0,Wed
堤頂,往南,2016-04-06,01:00:00,516.5,0.0,Wed
堤頂,往南,2016-04-06,02:00:00,365.711845398,0.0,Wed
堤頂,往南,2016-04-06,03:00:00,335.078941345,0.0,Wed
堤頂,往南,2016-04-06,04:00:00,235.5,0.0,Wed
堤頂,往南,2016-04-06,05:00:00,242.5,0.0,Wed
堤頂,往南,2016-04-06,06:00:00,484.5,0.0,Wed
堤頂,往南,2016-04-06,07:00:00,881.999988556,0.0,Wed
堤頂,往南,2016-04-06,10:00:00,4848.28570557,0.0,Wed
堤頂,往南,2016-04-06,11:00:00,4121.5,0.0,Wed
堤頂,往南,2016-04-06,12:00:00,4240.5,0.0,Wed
堤頂,往南,2016-04-06,13:00:00,4070.08624268,0.0,Wed
堤頂,往南,2016-04-06,14:00:00,4611.5,0.0,Wed
堤頂,往南,2016-04-06,15:00:00,4852.67242432,0.0,Wed
堤頂,往南,2016-04-06,16:00:00,4740.0,0.0,Wed
堤頂,往南,2016-04-06,17:00:00,4939.5,0.0,Wed
堤頂,往南,2016-04-06,18:00:00,5511.5,0.0,Wed
堤頂,往南,2016-04-06,19:00:00,6051.0,0.0,Wed
堤頂,往南,2016-04-06,20:00:00,4870.0,0.0,Wed
堤頂,往南,2016-04-06,21:00:00,4145.5,0.0,Wed
堤頂,往南,2016-04-06,22:00:00,3469.0,0.0,Wed
堤頂,往南,2016-04-06,23:00:00,2270.86361694,0.0,Wed
堤頂,往南,2016-04-07,07:00:00,1392.37232971,0.0,Thu
堤頂,往南,2016-04-07,08:00:00,5437.95751953,0.0,Thu
堤頂,往南,2016-04-07,09:00:00,5192.28814697,0.0,Thu
堤頂,往南,2016-04-07,10:00:00,5174.97363281,0.0,Thu
堤頂,往南,2016-04-07,11:00:00,4951.5,0.0,Thu
堤頂,往南,2016-04-07,12:00:00,4891.0,0.0,Thu
堤頂,往南,2016-04-07,13:00:00,4738.13555908,0.0,Thu
堤頂,往南,2016-04-07,14:00:00,5481.5,0.0,Thu
堤頂,往南,2016-04-07,15:00:00,6445.43103027,0.0,Thu
堤頂,往南,2016-04-07,16:00:00,7247.28250122,0.0,Thu
堤頂,往南,2016-04-07,17:00:00,5866.5,0.0,Thu
堤頂,往南,2016-04-07,18:00:00,5732.51019287,0.0,Thu
堤頂,往南,2016-04-08,00:00:00,1318.47169495,0.0,Fri
堤頂,往南,2016-04-08,01:00:00,744.0,0.0,Fri
堤頂,往南,2016-04-08,02:00:00,465.327587128,0.0,Fri
堤頂,往南,2016-04-08,03:00:00,370.5,0.0,Fri
堤頂,往南,2016-04-08,04:00:00,332.338981628,0.0,Fri
堤頂,往南,2016-04-08,05:00:00,320.0,0.0,Fri
堤頂,往南,2016-04-08,06:00:00,475.5,0.0,Fri
堤頂,往南,2016-04-08,07:00:00,1373.5,0.0,Fri
堤頂,往南,2016-04-08,08:00:00,4379.5,0.0,Fri
堤頂,往南,2016-04-08,09:00:00,4933.5,0.0,Fri
堤頂,往南,2016-04-08,10:00:00,5295.67791748,0.0,Fri
堤頂,往南,2016-04-08,11:00:00,4756.0,0.0,Fri
堤頂,往南,2016-04-08,12:00:00,4674.5,0.0,Fri
堤頂,往南,2016-04-08,13:00:00,4480.29312134,0.0,Fri
堤頂,往南,2016-04-08,14:00:00,4744.1428833,0.0,Fri
堤頂,往南,2016-04-08,15:00:00,5082.17242432,0.0,Fri
堤頂,往南,2016-04-08,16:00:00,5486.5423584,0.0,Fri
堤頂,往南,2016-04-08,17:00:00,5143.5,0.0,Fri
堤頂,往南,2016-04-08,18:00:00,5678.5,0.0,Fri
堤頂,往南,2016-04-08,19:00:00,5829.0,0.0,Fri
堤頂,往南,2016-04-08,20:00:00,4307.59320068,0.0,Fri
堤頂,往南,2016-04-08,21:00:00,4766.59313965,0.0,Fri
堤頂,往南,2016-04-08,22:00:00,4125.5,0.0,Fri
堤頂,往南,2016-04-08,23:00:00,3164.5677948,0.0,Fri
堤頂,往南,2016-04-09,00:00:00,1834.0,0.0,Sat
堤頂,往南,2016-04-09,01:00:00,1255.0,0.0,Sat
堤頂,往南,2016-04-09,02:00:00,684.0,0.0,Sat
堤頂,往南,2016-04-09,03:00:00,603.0,0.0,Sat
堤頂,往南,2016-04-10,20:00:00,3043.68421936,10.0,Sun
堤頂,往南,2016-04-10,21:00:00,3185.0,10.0,Sun
堤頂,往南,2016-04-10,22:00:00,2917.5,10.0,Sun
堤頂,往南,2016-04-10,23:00:00,1890.5,10.0,Sun
堤頂,往南,2016-04-11,00:00:00,1030.5,0.0,Mon
堤頂,往南,2016-04-11,01:00:00,588.454544067,0.0,Mon
堤頂,往南,2016-04-11,02:00:00,362.5,0.0,Mon
堤頂,往南,2016-04-11,03:00:00,301.591838837,0.0,Mon
堤頂,往南,2016-04-11,04:00:00,195.5,0.0,Mon
堤頂,往南,2016-04-11,05:00:00,193.5,0.0,Mon
堤頂,往南,2016-04-11,06:00:00,398.5,0.0,Mon
堤頂,往南,2016-04-11,07:00:00,1605.0,0.0,Mon
堤頂,往南,2016-04-11,08:00:00,5256.5,0.0,Mon
堤頂,往南,2016-04-11,09:00:00,5347.5,0.0,Mon
堤頂,往南,2016-04-11,10:00:00,5018.0,0.0,Mon
堤頂,往南,2016-04-11,11:00:00,4303.0,0.0,Mon
堤頂,往南,2016-04-11,12:00:00,4303.5,0.0,Mon
堤頂,往南,2016-04-11,13:00:00,3955.0,0.0,Mon
堤頂,往南,2016-04-11,14:00:00,4766.5,0.0,Mon
堤頂,往南,2016-04-11,15:00:00,4869.44827271,0.0,Mon
堤頂,往南,2016-04-11,16:00:00,4780.5,0.0,Mon
堤頂,往南,2016-04-11,17:00:00,4941.0,0.0,Mon
堤頂,往南,2016-04-11,18:00:00,5512.46606445,0.0,Mon
堤頂,往南,2016-04-11,19:00:00,5939.61865234,0.0,Mon
堤頂,往南,2016-04-11,20:00:00,5005.5,0.0,Mon
堤頂,往南,2016-04-11,21:00:00,3856.22583008,0.0,Mon
堤頂,往南,2016-04-12,15:00:00,4929.25,36.0,Tue
堤頂,往南,2016-04-12,16:00:00,5017.0,36.0,Tue
堤頂,往南,2016-04-12,17:00:00,5081.0,36.0,Tue
堤頂,往南,2016-04-12,18:00:00,5543.5,36.0,Tue
堤頂,往南,2016-04-12,19:00:00,5955.0,36.0,Tue
堤頂,往南,2016-04-12,20:00:00,4929.01696777,36.0,Tue
堤頂,往南,2016-04-12,21:00:00,4012.0,36.0,Tue
堤頂,往南,2016-04-12,22:00:00,3504.88461304,36.0,Tue
堤頂,往南,2016-04-13,17:00:00,4621.5,8.5,Wed
堤頂,往南,2016-04-13,18:00:00,5168.0,8.5,Wed
堤頂,往南,2016-04-13,19:00:00,5521.0,8.5,Wed
堤頂,往南,2016-04-13,20:00:00,4765.0,8.5,Wed
堤頂,往南,2016-04-13,21:00:00,3854.0,8.5,Wed
堤頂,往南,2016-04-13,22:00:00,3717.5,8.5,Wed
堤頂,往南,2016-04-13,23:00:00,2465.0,8.5,Wed
堤頂,往南,2016-04-14,00:00:00,1324.5,34.3,Thu
堤頂,往南,2016-04-14,01:00:00,744.5,34.3,Thu
堤頂,往南,2016-04-14,02:00:00,432.0,34.3,Thu
堤頂,往南,2016-04-14,03:00:00,379.864406586,34.3,Thu
堤頂,往南,2016-04-14,04:00:00,305.5,34.3,Thu
堤頂,往南,2016-04-14,05:00:00,230.5,34.3,Thu
堤頂,往南,2016-04-14,06:00:00,430.823530197,34.3,Thu
堤頂,往南,2016-04-14,14:00:00,4904.65518188,34.3,Thu
堤頂,往南,2016-04-14,15:00:00,5048.02941895,34.3,Thu
堤頂,往南,2016-04-14,16:00:00,5044.375,34.3,Thu
堤頂,往南,2016-04-14,17:00:00,4834.0,34.3,Thu
堤頂,往南,2016-04-14,18:00:00,4973.30625916,34.3,Thu
堤頂,往南,2016-04-14,19:00:00,5567.0,34.3,Thu
堤頂,往南,2016-04-14,20:00:00,4995.5,34.3,Thu
堤頂,往南,2016-04-14,21:00:00,3787.5,34.3,Thu
堤頂,往南,2016-04-14,22:00:00,3533.5,34.3,Thu
堤頂,往南,2016-04-14,23:00:00,2311.5,34.3,Thu
堤頂,往南,2016-04-15,00:00:00,1149.42855453,3.8,Fri
堤頂,往南,2016-04-15,01:00:00,750.5,3.8,Fri
堤頂,往南,2016-04-15,02:00:00,489.5,3.8,Fri
堤頂,往南,2016-04-15,03:00:00,397.059558868,3.8,Fri
堤頂,往南,2016-04-15,04:00:00,373.5,3.8,Fri
堤頂,往南,2016-04-15,05:00:00,290.5,3.8,Fri
堤頂,往南,2016-04-15,16:00:00,5096.01721191,3.8,Fri
堤頂,往南,2016-04-15,17:00:00,5354.0,3.8,Fri
堤頂,往南,2016-04-15,18:00:00,5293.42835999,3.8,Fri
堤頂,往南,2016-04-15,19:00:00,5646.99993896,3.8,Fri
堤頂,往南,2016-04-15,21:00:00,3831.0489502,3.8,Fri
堤頂,往南,2016-04-15,22:00:00,3914.0,3.8,Fri
堤頂,往南,2016-04-15,23:00:00,3223.0,3.8,Fri
堤頂,往南,2016-04-16,00:00:00,1695.85707092,68.8,Sat
堤頂,往南,2016-04-16,01:00:00,1045.22033691,68.8,Sat
堤頂,往南,2016-04-16,02:00:00,683.499992371,68.8,Sat
堤頂,往南,2016-04-16,17:00:00,4267.05880737,68.8,Sat
堤頂,往南,2016-04-16,18:00:00,4405.53564453,68.8,Sat
堤頂,往南,2016-04-16,19:00:00,4491.5,68.8,Sat
堤頂,往南,2016-04-16,20:00:00,3358.97369385,68.8,Sat
堤頂,往南,2016-04-16,21:00:00,3423.0,68.8,Sat
堤頂,往南,2016-04-16,22:00:00,3590.5,68.8,Sat
堤頂,往南,2016-04-16,23:00:00,2730.0,68.8,Sat
堤頂,往南,2016-04-17,00:00:00,1440.46426392,0.0,Sun
堤頂,往南,2016-04-17,01:00:00,1048.5,0.0,Sun
堤頂,往南,2016-04-17,02:00:00,675.5,0.0,Sun
堤頂,往南,2016-04-17,03:00:00,463.844827652,0.0,Sun
堤頂,往南,2016-04-17,04:00:00,381.676469803,0.0,Sun
堤頂,往南,2016-04-17,09:00:00,2192.71427917,0.0,Sun
堤頂,往南,2016-04-17,10:00:00,2633.0,0.0,Sun
堤頂,往南,2016-04-17,11:00:00,2959.03570557,0.0,Sun
堤頂,往南,2016-04-17,12:00:00,3428.86083984,0.0,Sun
堤頂,往南,2016-04-17,13:00:00,3346.59088135,0.0,Sun
堤頂,往南,2016-04-17,14:00:00,3707.0,0.0,Sun
堤頂,往南,2016-04-17,15:00:00,4080.69488525,0.0,Sun
堤頂,往南,2016-04-17,16:00:00,4478.98303223,0.0,Sun
堤頂,往南,2016-04-17,17:00:00,3857.52539062,0.0,Sun
堤頂,往南,2016-04-17,18:00:00,3889.21429443,0.0,Sun
堤頂,往南,2016-04-17,19:00:00,3458.0,0.0,Sun
堤頂,往南,2016-04-17,20:00:00,3134.0,0.0,Sun
堤頂,往南,2016-04-17,21:00:00,3208.81396484,0.0,Sun
堤頂,往南,2016-04-20,20:00:00,4540.30764771,44.7,Wed
堤頂,往南,2016-04-21,14:00:00,4788.4367981,0.0,Thu
堤頂,往南,2016-04-21,16:00:00,4644.03445435,0.0,Thu
堤頂,往南,2016-04-22,02:00:00,494.89655304,0.0,Fri
堤頂,往南,2016-04-22,03:00:00,424.0,0.0,Fri
堤頂,往南,2016-04-22,04:00:00,274.423727036,0.0,Fri
堤頂,往南,2016-04-22,05:00:00,317.868419647,0.0,Fri
堤頂,往南,2016-04-22,06:00:00,540.826862335,0.0,Fri
堤頂,往南,2016-04-22,07:00:00,1449.48303223,0.0,Fri
堤頂,往南,2016-04-22,08:00:00,4664.43218994,0.0,Fri
堤頂,往南,2016-04-22,09:00:00,5361.37286377,0.0,Fri
堤頂,往南,2016-04-22,10:00:00,4933.1461792,0.0,Fri
堤頂,往南,2016-04-22,11:00:00,4837.19772339,0.0,Fri
堤頂,往南,2016-04-22,12:00:00,4834.62585449,0.0,Fri
堤頂,往南,2016-04-22,13:00:00,4625.5,0.0,Fri
堤頂,往南,2016-04-22,14:00:00,4968.34484863,0.0,Fri
堤頂,往南,2016-04-22,15:00:00,5391.5,0.0,Fri
堤頂,往南,2016-04-22,16:00:00,5295.24139404,0.0,Fri
堤頂,往南,2016-04-22,17:00:00,5623.20690918,0.0,Fri
堤頂,往南,2016-04-22,18:00:00,5768.012146,0.0,Fri
堤頂,往南,2016-04-22,19:00:00,5315.14282227,0.0,Fri
堤頂,往南,2016-04-22,20:00:00,4623.27587891,0.0,Fri
堤頂,往南,2016-04-22,21:00:00,4136.5,0.0,Fri
堤頂,往南,2016-04-22,22:00:00,4021.41381836,0.0,Fri
堤頂,往南,2016-04-22,23:00:00,2986.2953186,0.0,Fri
堤頂,往南,2016-04-23,00:00:00,1778.57626343,0.0,Sat
堤頂,往南,2016-04-23,01:00:00,1089.5,0.0,Sat
堤頂,往南,2016-04-23,02:00:00,775.758621216,0.0,Sat
堤頂,往南,2016-04-23,03:00:00,561.94827652,0.0,Sat
堤頂,往南,2016-04-23,04:00:00,484.296607971,0.0,Sat
堤頂,往南,2016-04-23,05:00:00,504.421051025,0.0,Sat
堤頂,往南,2016-04-23,06:00:00,706.172416687,0.0,Sat
堤頂,往南,2016-04-23,07:00:00,1259.0,0.0,Sat
堤頂,往南,2016-04-23,08:00:00,1882.42105103,0.0,Sat
堤頂,往南,2016-04-23,09:00:00,2983.0,0.0,Sat
堤頂,往南,2016-04-23,10:00:00,3420.84484863,0.0,Sat
堤頂,往南,2016-04-23,11:00:00,3619.5,0.0,Sat
堤頂,往南,2016-04-23,12:00:00,4165.72412109,0.0,Sat
堤頂,往南,2016-04-23,13:00:00,4009.0,0.0,Sat
堤頂,往南,2016-04-23,14:00:00,4233.14404297,0.0,Sat
堤頂,往南,2016-04-23,15:00:00,4806.5,0.0,Sat
堤頂,往南,2016-04-23,16:00:00,4422.67242432,0.0,Sat
堤頂,往南,2016-04-23,17:00:00,4840.56777954,0.0,Sat
堤頂,往南,2016-04-23,18:00:00,4980.03387451,0.0,Sat
堤頂,往南,2016-04-23,19:00:00,4281.5,0.0,Sat
堤頂,往南,2016-04-23,20:00:00,3434.7711792,0.0,Sat
堤頂,往南,2016-04-23,21:00:00,3393.0,0.0,Sat
堤頂,往南,2016-04-23,22:00:00,3508.72880554,0.0,Sat
堤頂,往南,2016-04-23,23:00:00,2775.0,0.0,Sat
堤頂,往南,2016-04-24,00:00:00,1622.25424194,3.1,Sun
堤頂,往南,2016-04-24,01:00:00,988.499916077,3.1,Sun
堤頂,往南,2016-04-24,02:00:00,664.644065857,3.1,Sun
堤頂,往南,2016-04-24,03:00:00,511.5,3.1,Sun
堤頂,往南,2016-04-24,04:00:00,370.245761871,3.1,Sun
堤頂,往南,2016-04-24,05:00:00,393.076271057,3.1,Sun
堤頂,往南,2016-04-24,06:00:00,543.153060913,3.1,Sun
堤頂,往南,2016-04-24,07:00:00,745.0,3.1,Sun
堤頂,往南,2016-04-24,08:00:00,1241.47368622,3.1,Sun
堤頂,往南,2016-04-24,09:00:00,2019.0,3.1,Sun
堤頂,往南,2016-04-24,10:00:00,2503.68966675,3.1,Sun
堤頂,往南,2016-04-24,11:00:00,2925.5,3.1,Sun
堤頂,往南,2016-04-24,12:00:00,3512.62072754,3.1,Sun
堤頂,往南,2016-04-24,13:00:00,3397.0,3.1,Sun
堤頂,往南,2016-04-24,14:00:00,3805.65252686,3.1,Sun
堤頂,往南,2016-04-24,15:00:00,4225.5,3.1,Sun
堤頂,往南,2016-04-24,16:00:00,3940.16625977,3.1,Sun
堤頂,往南,2016-04-24,17:00:00,3962.31790161,3.1,Sun
堤頂,往南,2016-04-24,18:00:00,4196.83898926,3.1,Sun
堤頂,往南,2016-04-24,19:00:00,3831.0,3.1,Sun
堤頂,往南,2016-04-24,20:00:00,3272.10345459,3.1,Sun
堤頂,往南,2016-04-24,21:00:00,3456.0,3.1,Sun
堤頂,往南,2016-04-24,22:00:00,3359.22415161,3.1,Sun
堤頂,往南,2016-04-24,23:00:00,2099.5,3.1,Sun
堤頂,往南,2016-04-25,00:00:00,1049.34745789,82.5,Mon
堤頂,往南,2016-04-25,01:00:00,645.0,82.5,Mon
堤頂,往南,2016-04-25,02:00:00,357.5508461,82.5,Mon
堤頂,往南,2016-04-25,03:00:00,310.4830513,82.5,Mon
堤頂,往南,2016-04-25,04:00:00,277.434438705,82.5,Mon
堤頂,往南,2016-04-25,05:00:00,258.91153717,82.5,Mon
堤頂,往南,2016-04-25,06:00:00,514.078948975,82.5,Mon
堤頂,往南,2016-04-25,07:00:00,1587.0,82.5,Mon
堤頂,往南,2016-04-25,08:00:00,5431.64285278,82.5,Mon
堤頂,往南,2016-04-25,09:00:00,6356.13549805,82.5,Mon
堤頂,往南,2016-04-25,10:00:00,6048.93109131,82.5,Mon
堤頂,往南,2016-04-25,11:00:00,5714.0,82.5,Mon
堤頂,往南,2016-04-25,12:00:00,5192.12713623,82.5,Mon
堤頂,往南,2016-04-25,13:00:00,5003.5,82.5,Mon
堤頂,往南,2016-04-25,14:00:00,6250.22875977,82.5,Mon
堤頂,往南,2016-04-25,15:00:00,6938.0,82.5,Mon
堤頂,往南,2016-04-25,16:00:00,6256.36785889,82.5,Mon
堤頂,往南,2016-04-25,17:00:00,6205.77416992,82.5,Mon
堤頂,往南,2016-04-25,18:00:00,5471.51721191,82.5,Mon
堤頂,往南,2016-04-25,19:00:00,6669.5,82.5,Mon
堤頂,往南,2016-04-25,20:00:00,4816.17242432,82.5,Mon
堤頂,往南,2016-04-25,21:00:00,4542.5,82.5,Mon
堤頂,往南,2016-04-25,22:00:00,3270.33050537,82.5,Mon
堤頂,往南,2016-04-25,23:00:00,2224.5,82.5,Mon
堤頂,往南,2016-04-26,00:00:00,1157.47180939,21.7,Tue
堤頂,往南,2016-04-26,01:00:00,459.529777527,21.7,Tue
堤頂,往南,2016-04-26,02:00:00,461.534484863,21.7,Tue
堤頂,往南,2016-04-26,03:00:00,365.0,21.7,Tue
堤頂,往南,2016-04-26,04:00:00,284.862070084,21.7,Tue
堤頂,往南,2016-04-26,05:00:00,296.120689392,21.7,Tue
堤頂,往南,2016-04-26,06:00:00,557.571426392,21.7,Tue
堤頂,往南,2016-04-26,07:00:00,1592.0,21.7,Tue
堤頂,往南,2016-04-26,08:00:00,4785.855896,21.7,Tue
堤頂,往南,2016-04-26,09:00:00,5529.0,21.7,Tue
堤頂,往南,2016-04-26,10:00:00,5083.62072754,21.7,Tue
堤頂,往南,2016-04-26,11:00:00,4465.0,21.7,Tue
堤頂,往南,2016-04-26,12:00:00,4344.90673828,21.7,Tue
堤頂,往南,2016-04-26,13:00:00,3986.0,21.7,Tue
堤頂,往南,2016-04-26,14:00:00,4725.65515137,21.7,Tue
堤頂,往南,2016-04-26,15:00:00,4961.01257324,21.7,Tue
堤頂,往南,2016-04-26,16:00:00,4886.39459229,21.7,Tue
堤頂,往南,2016-04-26,17:00:00,4815.0,21.7,Tue
堤頂,往南,2016-04-26,18:00:00,5282.33050537,21.7,Tue
堤頂,往南,2016-04-26,19:00:00,5436.59088135,21.7,Tue
堤頂,往南,2016-04-26,20:00:00,4638.72557068,21.7,Tue
堤頂,往南,2016-04-26,21:00:00,3719.11950684,21.7,Tue
堤頂,往南,2016-04-26,22:00:00,3463.85592651,21.7,Tue
堤頂,往南,2016-04-26,23:00:00,2229.5,21.7,Tue
堤頂,往南,2016-04-27,00:00:00,1232.94464874,48.3,Wed
堤頂,往南,2016-04-27,01:00:00,679.807693481,48.3,Wed
堤頂,往南,2016-04-27,02:00:00,394.855930328,48.3,Wed
堤頂,往南,2016-04-27,03:00:00,287.323051453,48.3,Wed
堤頂,往南,2016-04-27,04:00:00,237.113206863,48.3,Wed
堤頂,往南,2016-04-27,05:00:00,237.775863647,48.3,Wed
堤頂,往南,2016-04-27,06:00:00,379.249996185,48.3,Wed
堤頂,往南,2016-04-28,05:00:00,277.181816101,0.0,Thu
堤頂,往南,2016-04-28,06:00:00,510.464286804,0.0,Thu
堤頂,往南,2016-04-28,07:00:00,1458.0,0.0,Thu
堤頂,往南,2016-04-28,08:00:00,4570.03848267,0.0,Thu
堤頂,往南,2016-04-28,09:00:00,5163.5,0.0,Thu
堤頂,往南,2016-04-28,10:00:00,5415.49536133,0.0,Thu
堤頂,往南,2016-04-28,11:00:00,4728.47711182,0.0,Thu
堤頂,往南,2016-04-28,12:00:00,4745.78030396,0.0,Thu
堤頂,往南,2016-04-28,13:00:00,4502.0,0.0,Thu
堤頂,往南,2016-04-28,14:00:00,4995.80505371,0.0,Thu
堤頂,往南,2016-04-28,15:00:00,4956.0,0.0,Thu
堤頂,往南,2016-04-28,16:00:00,5113.25860596,0.0,Thu
堤頂,往南,2016-04-28,17:00:00,4998.81036377,0.0,Thu
堤頂,往南,2016-04-28,18:00:00,5402.86206055,0.0,Thu
堤頂,往南,2016-04-28,19:00:00,5328.5,0.0,Thu
